"provider","doi","citeulike","connotea","scopus","ploscounter","pmc","facebook","mendeley","twitter","date_modified"
"altmetric","10.1371/journal.pone.0052906",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0052906",NA,NA,NA,255,NA,NA,NA,NA,2013-03-15
"plosalm","10.1371/journal.pone.0028927",0,0,1,1343,475,0,2,0,2013-05-13
"altmetric","10.1371/journal.pone.0028927",0,0,NA,NA,NA,NA,2,2,2011-12-12
"impactstory","10.1371/journal.pone.0028927",NA,NA,1,1236,1,NA,2,2,2013-05-13
"plosalm","10.1371/journal.pone.0039579",0,0,1,695,191,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0039579",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0039579",NA,NA,1,685,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0042249",0,0,0,486,97,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0042249",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0042249",NA,NA,NA,477,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0034250",0,0,0,1406,432,0,9,0,2013-05-13
"altmetric","10.1371/journal.pone.0034250",0,0,NA,NA,NA,1,7,1,2012-05-14
"impactstory","10.1371/journal.pone.0034250",NA,NA,NA,1378,NA,NA,9,1,2013-05-13
"plosalm","10.1371/journal.pone.0031594",0,0,0,983,431,0,4,0,2013-05-13
"altmetric","10.1371/journal.pone.0031594",0,0,NA,NA,NA,NA,4,1,2012-12-12
"impactstory","10.1371/journal.pone.0031594",NA,NA,NA,945,NA,NA,4,NA,2013-05-13
"plosalm","10.1371/journal.pone.0050216",0,0,0,312,70,1,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0050216",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0050216",NA,NA,NA,309,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0023582",0,0,5,918,222,0,3,0,2013-05-13
"altmetric","10.1371/journal.pone.0023582",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0023582",NA,NA,5,793,1,NA,3,NA,2013-05-13
"plosalm","10.1371/journal.pone.0050213",0,0,0,236,120,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0050213",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0050213",NA,NA,NA,229,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0047566",0,0,0,652,213,0,NA,1,2013-05-13
"altmetric","10.1371/journal.pone.0047566",0,0,NA,NA,NA,NA,0,1,2012-10-15
"impactstory","10.1371/journal.pone.0047566",NA,NA,NA,647,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0042217",0,0,1,748,282,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0042217",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0042217",NA,NA,1,736,1,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0028920",0,0,0,1277,151,5,3,1,2013-05-13
"altmetric","10.1371/journal.pone.0028920",0,0,NA,NA,NA,NA,1,3,2012-06-05
"impactstory","10.1371/journal.pone.0028920",NA,NA,NA,1174,NA,NA,3,1,2013-05-13
"plosalm","10.1371/journal.pone.0034235",0,0,0,965,340,2,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0034235",0,0,NA,NA,NA,1,0,7,2012-05-10
"impactstory","10.1371/journal.pone.0034235",NA,NA,NA,931,NA,NA,NA,3,2013-05-13
"plosalm","10.1371/journal.pone.0050230",0,0,0,477,94,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0050230",0,0,NA,NA,NA,NA,0,1,2012-11-27
"impactstory","10.1371/journal.pone.0050230",NA,NA,NA,465,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0050229",0,0,0,396,223,0,NA,1,2013-05-13
"altmetric","10.1371/journal.pone.0050229",0,0,NA,NA,NA,NA,0,1,2012-12-04
"impactstory","10.1371/journal.pone.0050229",NA,NA,NA,387,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0042223",0,0,0,686,143,0,NA,3,2013-05-13
"altmetric","10.1371/journal.pone.0042223",0,0,NA,NA,NA,1,0,3,2013-01-15
"impactstory","10.1371/journal.pone.0042223",NA,NA,NA,670,NA,NA,NA,3,2013-05-13
"plosalm","10.1371/journal.pone.0042221",0,0,0,398,146,1,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0042221",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0042221",NA,NA,NA,384,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0050217",0,0,0,816,115,0,NA,1,2013-05-13
"altmetric","10.1371/journal.pone.0050217",0,0,NA,NA,NA,1,0,1,2012-11-21
"impactstory","10.1371/journal.pone.0050217",NA,NA,NA,806,NA,NA,NA,1,2013-05-13
"plosalm","10.1371/journal.pone.0042239",1,0,0,1160,302,0,NA,1,2013-05-13
"altmetric","10.1371/journal.pone.0042239",0,0,NA,NA,NA,NA,0,1,2012-08-01
"impactstory","10.1371/journal.pone.0042239",NA,NA,NA,1147,NA,NA,NA,1,2013-05-13
"plosalm","10.1371/journal.pone.0052903",0,0,0,411,141,1,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0052903",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0052903",NA,NA,NA,408,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0039568",0,0,0,793,391,0,2,3,2013-05-13
"altmetric","10.1371/journal.pone.0039568",0,0,NA,NA,NA,NA,0,3,2012-06-26
"impactstory","10.1371/journal.pone.0039568",NA,NA,NA,784,NA,NA,2,2,2013-05-13
"plosalm","10.1371/journal.pone.0042231",0,0,0,538,169,0,NA,1,2013-05-13
"altmetric","10.1371/journal.pone.0042231",0,0,NA,NA,NA,NA,0,1,2012-08-07
"impactstory","10.1371/journal.pone.0042231",NA,NA,NA,529,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0047616",0,0,1,1624,291,0,NA,11,2013-05-13
"altmetric","10.1371/journal.pone.0047616",0,0,NA,NA,NA,1,0,8,2012-11-02
"impactstory","10.1371/journal.pone.0047616",NA,NA,1,1607,1,NA,NA,1,2013-05-13
"plosalm","10.1371/journal.pone.0044947",0,0,0,995,160,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0044947",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0044947",NA,NA,NA,985,1,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0036898",5,0,0,468,74,1,8,0,2013-05-13
"altmetric","10.1371/journal.pone.0036898",3,0,NA,NA,NA,NA,9,2,2012-06-25
"impactstory","10.1371/journal.pone.0036898",NA,NA,NA,NA,NA,NA,8,NA,2013-05-13
"plosalm","10.1371/journal.pone.0050222",0,0,0,597,198,1,1,1,2013-05-13
"altmetric","10.1371/journal.pone.0050222",0,0,NA,NA,NA,NA,0,1,2012-11-30
"impactstory","10.1371/journal.pone.0050222",NA,NA,NA,NA,NA,NA,1,1,2013-05-13
"plosalm","10.1371/journal.pcbi.1002324",3,0,1,5813,285,2,10,0,2013-05-13
"altmetric","10.1371/journal.pcbi.1002324",3,0,NA,NA,NA,NA,11,2,2012-02-08
"impactstory","10.1371/journal.pcbi.1002324",NA,NA,1,5790,1,NA,11,NA,2013-05-13
"plosalm","10.1371/journal.pone.0028794",2,0,6,1435,453,0,14,0,2013-05-13
"altmetric","10.1371/journal.pone.0028794",2,0,NA,NA,NA,NA,10,4,2011-12-14
"impactstory","10.1371/journal.pone.0028794",NA,NA,6,1325,4,NA,14,6,2013-05-13
"plosalm","10.1371/journal.pntd.0001456",0,0,1,2083,483,0,4,0,2013-05-13
"altmetric","10.1371/journal.pntd.0001456",0,0,NA,NA,NA,NA,4,NA,2012-04-26
"impactstory","10.1371/journal.pntd.0001456",NA,NA,1,2034,NA,NA,4,NA,2013-05-13
"plosalm","10.1371/journal.pone.0028795",0,0,2,1419,491,0,3,0,2013-05-13
"altmetric","10.1371/journal.pone.0028795",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0028795",NA,NA,2,1322,NA,NA,3,NA,2013-05-13
"plosalm","10.1371/journal.pone.0026143",0,0,2,796,444,0,2,0,2013-05-13
"altmetric","10.1371/journal.pone.0026143",0,0,NA,NA,NA,NA,1,1,2011-10-12
"impactstory","10.1371/journal.pone.0026143",NA,NA,2,701,NA,NA,2,1,2013-05-13
"plosalm","10.1371/journal.pone.0031439",1,0,4,1349,574,0,3,0,2013-05-13
"altmetric","10.1371/journal.pone.0031439",1,0,NA,NA,NA,1,3,1,2013-02-06
"impactstory","10.1371/journal.pone.0031439",NA,NA,4,1306,1,NA,3,NA,2013-05-13
"plosalm","10.1371/journal.pone.0039458",0,0,1,572,183,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0039458",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0039458",NA,NA,1,563,1,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0042110",0,0,1,481,249,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0042110",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0042110",NA,NA,1,472,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0050131",0,0,0,794,187,1,NA,1,2013-05-13
"altmetric","10.1371/journal.pone.0050131",0,0,NA,NA,NA,1,0,1,2012-11-17
"impactstory","10.1371/journal.pone.0050131",NA,NA,NA,783,NA,NA,NA,1,2013-05-13
"plosalm","10.1371/journal.pone.0050112",0,0,0,276,23,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0050112",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0050112",NA,NA,NA,264,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0052705",0,0,0,243,213,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0052705",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0052705",NA,NA,NA,239,1,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0052704",0,0,0,374,319,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0052704",0,0,NA,NA,NA,NA,0,NA,2013-03-22
"impactstory","10.1371/journal.pone.0052704",NA,NA,NA,371,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0036748",0,0,0,554,135,0,6,0,2013-05-13
"altmetric","10.1371/journal.pone.0036748",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0036748",NA,NA,NA,522,NA,NA,6,NA,2013-05-13
"plosalm","10.1371/journal.pone.0031417",0,0,0,733,264,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0031417",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0031417",NA,NA,NA,NA,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0042088",0,0,0,940,446,0,8,1,2013-05-13
"altmetric","10.1371/journal.pone.0042088",0,0,NA,NA,NA,NA,4,1,2012-07-30
"impactstory","10.1371/journal.pone.0042088",NA,NA,NA,930,NA,NA,8,NA,2013-05-13
"plosalm","10.1371/journal.pone.0042086",0,0,0,866,216,0,NA,1,2013-05-13
"altmetric","10.1371/journal.pone.0042086",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0042086",NA,NA,NA,850,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0036757",0,0,0,1423,390,0,9,0,2013-05-13
"altmetric","10.1371/journal.pone.0036757",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0036757",NA,NA,NA,1405,NA,NA,10,NA,2013-05-13
"plosalm","10.1371/journal.pone.0026129",2,0,6,2013,577,0,13,0,2013-05-13
"altmetric","10.1371/journal.pone.0026129",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0026129",NA,NA,6,1917,2,NA,14,NA,2013-05-13
"plosalm","10.1371/journal.pone.0047424",0,0,1,573,112,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0047424",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0047424",NA,NA,1,566,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0020817",0,0,4,1753,564,0,11,0,2013-05-13
"altmetric","10.1371/journal.pone.0020817",0,0,NA,NA,NA,NA,8,1,2011-08-09
"impactstory","10.1371/journal.pone.0020817",NA,NA,4,1625,1,NA,11,NA,2013-05-13
"plosalm","10.1371/journal.pone.0050106",0,0,0,880,311,0,1,3,2013-05-13
"altmetric","10.1371/journal.pone.0050106",0,0,NA,NA,NA,1,0,2,2012-12-01
"impactstory","10.1371/journal.pone.0050106",NA,NA,NA,868,NA,NA,1,3,2013-05-13
"plosalm","10.1371/journal.pntd.0001415",0,0,1,2379,377,0,2,0,2013-05-13
"altmetric","10.1371/journal.pntd.0001415",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pntd.0001415",NA,NA,1,2288,1,NA,2,NA,2013-05-13
"plosalm","10.1371/journal.pone.0042079",0,0,0,550,158,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0042079",0,0,NA,NA,NA,NA,0,1,2012-08-01
"impactstory","10.1371/journal.pone.0042079",NA,NA,NA,537,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0050124",0,0,1,534,70,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0050124",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0050124",NA,NA,1,524,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pntd.0001432",0,0,5,2870,380,2,NA,0,2013-05-13
"altmetric","10.1371/journal.pntd.0001432",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pntd.0001432",NA,NA,5,2772,3,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pntd.0001431",0,0,0,2826,297,3,7,0,2013-05-13
"altmetric","10.1371/journal.pntd.0001431",0,0,NA,NA,NA,NA,5,14,2012-01-13
"impactstory","10.1371/journal.pntd.0001431",NA,NA,NA,2790,NA,NA,7,10,2013-05-13
"plosalm","10.1371/journal.pone.0026131",0,0,1,1242,478,0,3,0,2013-05-14
"altmetric","10.1371/journal.pone.0026131",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0026131",NA,NA,1,1143,NA,NA,3,NA,2013-05-13
"plosalm","10.1371/journal.pone.0026130",1,0,1,1660,434,0,8,0,2013-05-13
"altmetric","10.1371/journal.pone.0026130",1,0,NA,NA,NA,NA,4,2,2011-10-28
"impactstory","10.1371/journal.pone.0026130",NA,NA,1,1559,NA,NA,8,3,2013-05-13
"plosalm","10.1371/journal.pntd.0001428",0,0,4,2861,494,0,9,1,2013-05-13
"altmetric","10.1371/journal.pntd.0001428",0,0,NA,NA,NA,1,6,1,2012-05-17
"impactstory","10.1371/journal.pntd.0001428",NA,NA,4,2768,1,NA,9,1,2013-05-13
"plosalm","10.1371/journal.pone.0031418",0,0,0,1155,636,0,4,0,2013-05-13
"altmetric","10.1371/journal.pone.0031418",0,0,NA,NA,NA,NA,4,1,2012-02-24
"impactstory","10.1371/journal.pone.0031418",NA,NA,NA,1115,NA,NA,4,NA,2013-05-13
"plosalm","10.1371/journal.pntd.0001420",0,0,1,2952,655,2,41,0,2013-05-13
"altmetric","10.1371/journal.pntd.0001420",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pntd.0001420",NA,NA,1,2862,NA,NA,44,NA,2013-05-13
"plosalm","10.1371/journal.pone.0039442",0,0,0,467,176,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0039442",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0039442",NA,NA,NA,459,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0050119",0,0,0,577,175,0,NA,1,2013-05-13
"altmetric","10.1371/journal.pone.0050119",0,0,NA,NA,NA,NA,0,3,2012-12-27
"impactstory","10.1371/journal.pone.0050119",NA,NA,NA,562,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0031404",0,0,0,1273,173,0,10,0,2013-05-13
"altmetric","10.1371/journal.pone.0031404",0,0,NA,NA,NA,NA,3,7,2012-02-29
"impactstory","10.1371/journal.pone.0031404",NA,NA,NA,1217,NA,NA,10,3,2013-05-13
"plosalm","10.1371/journal.pone.0023458",0,0,2,1279,413,4,1,0,2013-05-13
"altmetric","10.1371/journal.pone.0023458",0,0,NA,NA,NA,NA,0,1,2011-09-21
"impactstory","10.1371/journal.pone.0023458",NA,NA,2,1155,NA,NA,1,NA,2013-05-13
"plosalm","10.1371/journal.pone.0036729",0,0,0,610,232,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0036729",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0036729",NA,NA,NA,594,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0028772",0,0,2,1528,130,0,8,0,2013-05-13
"altmetric","10.1371/journal.pone.0028772",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0028772",NA,NA,2,1432,NA,NA,8,NA,2013-05-13
"plosalm","10.1371/journal.pone.0031403",0,0,1,2426,445,1,28,0,2013-05-13
"altmetric","10.1371/journal.pone.0031403",0,0,NA,NA,NA,NA,27,3,2012-05-10
"impactstory","10.1371/journal.pone.0031403",NA,NA,1,2367,2,NA,28,1,2013-05-13
"plosalm","10.1371/journal.pone.0026118",0,0,1,1685,334,1,6,0,2013-05-13
"altmetric","10.1371/journal.pone.0026118",0,0,NA,NA,NA,NA,3,2,2011-11-01
"impactstory","10.1371/journal.pone.0026118",NA,NA,1,1584,1,NA,7,2,2013-05-13
"plosalm","10.1371/journal.pone.0031412",0,0,1,440,226,0,4,0,2013-05-13
"altmetric","10.1371/journal.pone.0031412",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0031412",NA,NA,1,407,NA,NA,4,NA,2013-05-13
"plosalm","10.1371/journal.pone.0047421",0,0,0,621,264,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0047421",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0047421",NA,NA,NA,605,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0050115",0,0,0,348,59,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0050115",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0050115",NA,NA,NA,339,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0034068",0,0,2,881,175,0,6,0,2013-05-13
"altmetric","10.1371/journal.pone.0034068",0,0,NA,NA,NA,NA,5,1,2012-04-05
"impactstory","10.1371/journal.pone.0034068",NA,NA,2,849,1,NA,6,NA,2013-05-13
"plosalm","10.1371/journal.pone.0028796",0,0,3,741,263,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0028796",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0028796",NA,NA,3,642,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0023483",0,0,1,1011,238,0,3,0,2013-05-13
"altmetric","10.1371/journal.pone.0023483",0,0,NA,NA,NA,NA,0,NA,2011-08-24
"impactstory","10.1371/journal.pone.0023483",NA,NA,1,887,NA,NA,3,NA,2013-05-13
"plosalm","10.1371/journal.pone.0039454",0,0,1,762,606,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0039454",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0039454",NA,NA,1,749,1,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0044796",0,0,0,404,140,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0044796",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0044796",NA,NA,NA,391,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0034080",0,0,0,1038,351,0,10,0,2013-05-13
"altmetric","10.1371/journal.pone.0034080",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0034080",NA,NA,NA,1011,NA,NA,11,NA,2013-05-13
"plosalm","10.1371/journal.pone.0026135",0,0,0,920,198,2,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0026135",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0026135",NA,NA,NA,824,1,NA,1,NA,2013-05-13
"plosalm","10.1371/journal.pone.0039508",0,0,0,768,90,0,14,0,2013-05-13
"altmetric","10.1371/journal.pone.0039508",0,0,NA,NA,NA,NA,0,2,2012-07-05
"impactstory","10.1371/journal.pone.0039508",NA,NA,NA,758,NA,NA,14,NA,2013-05-13
"plosalm","10.1371/journal.pone.0031494",0,0,2,785,494,0,2,0,2013-05-13
"altmetric","10.1371/journal.pone.0031494",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0031494",NA,NA,2,745,2,NA,2,NA,2013-05-13
"plosalm","10.1371/journal.pone.0042163",0,0,0,907,319,0,NA,1,2013-05-13
"altmetric","10.1371/journal.pone.0042163",0,0,NA,NA,NA,NA,0,2,2012-08-31
"impactstory","10.1371/journal.pone.0042163",NA,NA,NA,893,NA,NA,NA,1,2013-05-13
"plosalm","10.1371/journal.pone.0047528",0,0,0,279,57,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0047528",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0047528",NA,NA,NA,273,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0034155",1,0,0,1494,275,3,16,1,2013-05-13
"altmetric","10.1371/journal.pone.0034155",0,0,NA,NA,NA,1,9,7,2012-06-21
"impactstory","10.1371/journal.pone.0034155",NA,NA,NA,1462,NA,NA,17,4,2013-05-13
"plosalm","10.1371/journal.pone.0031491",0,0,1,1187,225,0,15,0,2013-05-13
"altmetric","10.1371/journal.pone.0031491",0,0,NA,NA,NA,NA,9,5,2012-05-14
"impactstory","10.1371/journal.pone.0031491",NA,NA,1,1139,1,NA,15,NA,2013-05-13
"plosalm","10.1371/journal.pone.0050166",0,0,0,516,81,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0050166",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0050166",NA,NA,NA,508,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0023523",0,0,0,794,306,0,4,0,2013-05-13
"altmetric","10.1371/journal.pone.0023523",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0023523",NA,NA,NA,776,NA,NA,4,NA,2013-05-13
"plosalm","10.1371/journal.pone.0026206",0,0,2,813,330,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0026206",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0026206",NA,NA,2,714,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0044863",0,0,0,383,60,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0044863",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0044863",NA,NA,NA,372,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0039497",0,0,1,750,239,1,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0039497",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0039497",NA,NA,1,741,1,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0042158",0,0,0,550,339,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0042158",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0042158",NA,NA,NA,531,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0028862",0,0,2,2151,757,0,9,0,2013-05-13
"altmetric","10.1371/journal.pone.0028862",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0028862",NA,NA,2,2045,1,NA,9,NA,2013-05-13
"plosalm","10.1371/journal.pone.0023528",0,0,3,1046,99,0,24,0,2013-05-13
"altmetric","10.1371/journal.pone.0023528",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0023528",NA,NA,3,925,2,NA,26,NA,2013-05-13
"plosalm","10.1371/journal.pone.0052809",0,0,0,261,77,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0052809",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0052809",NA,NA,NA,255,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0023529",0,0,2,798,376,0,7,0,2013-05-13
"altmetric","10.1371/journal.pone.0023529",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0023529",NA,NA,2,683,1,NA,9,NA,2013-05-13
"plosalm","10.1371/journal.pone.0028866",0,0,0,733,250,0,2,0,2013-05-13
"altmetric","10.1371/journal.pone.0028866",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0028866",NA,NA,NA,634,NA,NA,2,NA,2013-05-13
"plosalm","10.1371/journal.pone.0028865",0,0,2,1257,333,1,2,0,2013-05-13
"altmetric","10.1371/journal.pone.0028865",0,0,NA,NA,NA,NA,2,1,2011-12-07
"impactstory","10.1371/journal.pone.0028865",NA,NA,2,1151,1,NA,2,NA,2013-05-13
"plosalm","10.1371/journal.pone.0050168",0,0,0,443,161,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0050168",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0050168",NA,NA,NA,434,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pntd.0001525",0,0,3,1665,269,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pntd.0001525",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pntd.0001525",NA,NA,3,1622,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0052815",0,0,0,253,303,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0052815",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0052815",NA,NA,NA,248,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0039519",0,0,0,585,220,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0039519",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0039519",NA,NA,NA,572,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0028886",0,0,2,1041,236,0,4,0,2013-05-13
"altmetric","10.1371/journal.pone.0028886",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0028886",NA,NA,2,939,2,NA,5,NA,2013-05-13
