"provider","doi","citeulike","connotea","scopus","ploscounter","pmc","facebook","mendeley","twitter","date_modified"
"impactstory","10.1371/journal.pone.0044761",NA,NA,NA,552,NA,NA,NA,1,2013-05-13
"plosalm","10.1371/journal.pone.0052696",0,0,0,737,158,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0052696",0,0,NA,NA,NA,NA,0,1,2013-03-15
"impactstory","10.1371/journal.pone.0052696",NA,NA,NA,725,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0050097",0,0,0,599,65,0,NA,1,2013-05-13
"altmetric","10.1371/journal.pone.0050097",0,0,NA,NA,NA,1,0,1,2012-11-20
"impactstory","10.1371/journal.pone.0050097",NA,NA,NA,591,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0050101",0,0,0,846,270,0,NA,4,2013-05-13
"altmetric","10.1371/journal.pone.0050101",0,0,NA,NA,NA,NA,0,4,2012-11-19
"impactstory","10.1371/journal.pone.0050101",NA,NA,NA,832,NA,NA,NA,1,2013-05-13
"plosalm","10.1371/journal.pone.0044762",0,0,1,925,55,7,5,3,2013-05-13
"altmetric","10.1371/journal.pone.0044762",0,0,NA,NA,NA,1,5,6,2013-01-30
"impactstory","10.1371/journal.pone.0044762",NA,NA,1,918,NA,NA,5,1,2013-05-13
"plosalm","10.1371/journal.pone.0052694",0,0,0,446,19,2,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0052694",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0052694",NA,NA,NA,443,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0052693",0,0,0,358,139,1,NA,1,2013-05-13
"altmetric","10.1371/journal.pone.0052693",0,0,NA,NA,NA,1,0,1,2012-12-20
"impactstory","10.1371/journal.pone.0052693",NA,NA,NA,355,NA,NA,NA,1,2013-05-13
"plosalm","10.1371/journal.pone.0026102",0,0,0,1129,488,0,2,0,2013-05-13
"altmetric","10.1371/journal.pone.0026102",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0026102",NA,NA,NA,1033,NA,NA,2,NA,2013-05-13
"plosalm","10.1371/journal.pone.0036706",0,0,0,1316,77,2,6,7,2013-05-13
"altmetric","10.1371/journal.pone.0036706",0,0,NA,NA,NA,NA,6,7,2012-11-05
"impactstory","10.1371/journal.pone.0036706",NA,NA,NA,1303,NA,NA,6,7,2013-05-13
"plosalm","10.1371/journal.pone.0034061",0,0,0,574,58,0,5,0,2013-05-13
"altmetric","10.1371/journal.pone.0034061",0,0,NA,NA,NA,NA,1,1,2012-04-18
"impactstory","10.1371/journal.pone.0034061",NA,NA,NA,551,NA,NA,5,1,2013-05-13
"plosalm","10.1371/journal.pone.0031395",0,0,1,1097,89,0,13,0,2013-05-13
"altmetric","10.1371/journal.pone.0031395",0,0,NA,NA,NA,NA,12,4,2012-02-16
"impactstory","10.1371/journal.pone.0031395",NA,NA,1,1053,1,NA,13,4,2013-05-13
"plosalm","10.1371/journal.pone.0026099",0,0,5,1122,295,0,3,0,2013-05-13
"altmetric","10.1371/journal.pone.0026099",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0026099",NA,NA,5,1024,4,NA,3,NA,2013-05-13
"plosalm","10.1371/journal.pone.0042075",0,0,0,578,29,1,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0042075",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0042075",NA,NA,NA,564,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0036709",0,0,1,943,189,0,7,0,2013-05-13
"altmetric","10.1371/journal.pone.0036709",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0036709",NA,NA,1,933,1,NA,7,NA,2013-05-13
"plosalm","10.1371/journal.pone.0026111",0,0,3,2442,1015,0,5,0,2013-05-13
"altmetric","10.1371/journal.pone.0026111",0,0,NA,NA,NA,NA,1,1,2011-10-10
"impactstory","10.1371/journal.pone.0026111",NA,NA,3,2341,2,NA,6,NA,2013-05-13
"plosalm","10.1371/journal.pone.0031397",0,0,0,1116,401,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0031397",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0031397",NA,NA,NA,1073,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pntd.0001403",0,0,6,2677,311,0,2,1,2013-05-13
"altmetric","10.1371/journal.pntd.0001403",0,0,NA,NA,NA,NA,2,1,2012-08-24
"impactstory","10.1371/journal.pntd.0001403",NA,NA,6,2581,2,NA,2,1,2013-05-13
"plosalm","10.1371/journal.pone.0031393",0,0,2,1137,341,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0031393",0,0,NA,NA,NA,NA,1,1,2012-03-03
"impactstory","10.1371/journal.pone.0031393",NA,NA,2,1098,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0023453",0,0,8,1421,1071,0,6,0,2013-05-14
"altmetric","10.1371/journal.pone.0023453",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0023453",NA,NA,8,1298,4,NA,6,NA,2013-05-13
"plosalm","10.1371/journal.pone.0050074",1,0,0,742,34,0,1,0,2013-05-13
"altmetric","10.1371/journal.pone.0050074",1,0,NA,NA,NA,1,0,NA,2012-12-02
"impactstory","10.1371/journal.pone.0050074",NA,NA,NA,584,NA,NA,NA,NA,2013-03-01
"plosalm","10.1371/journal.pone.0047393",0,0,0,561,53,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0047393",0,0,NA,NA,NA,1,0,NA,2012-10-23
"impactstory","10.1371/journal.pone.0047393",NA,NA,NA,541,1,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0047392",0,0,0,944,100,0,5,0,2013-05-13
"altmetric","10.1371/journal.pone.0047392",0,0,NA,NA,NA,1,5,NA,2012-10-11
"impactstory","10.1371/journal.pone.0047392",NA,NA,NA,937,NA,NA,5,NA,2013-05-13
"plosalm","10.1371/journal.pone.0050095",0,0,0,523,103,0,NA,2,2013-05-13
"altmetric","10.1371/journal.pone.0050095",0,0,NA,NA,NA,1,0,2,2012-11-21
"impactstory","10.1371/journal.pone.0050095",NA,NA,NA,514,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0028768",0,0,2,1450,530,0,4,0,2013-05-13
"altmetric","10.1371/journal.pone.0028768",0,0,NA,NA,NA,NA,4,1,2011-12-18
"impactstory","10.1371/journal.pone.0028768",NA,NA,2,1346,1,NA,4,NA,2013-05-13
"plosalm","10.1371/journal.pone.0039435",0,0,1,452,204,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0039435",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0039435",NA,NA,1,434,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0026112",0,0,0,1386,578,0,4,0,2013-05-13
"altmetric","10.1371/journal.pone.0026112",0,0,NA,NA,NA,NA,4,1,2011-10-11
"impactstory","10.1371/journal.pone.0026112",NA,NA,NA,1288,NA,NA,5,NA,2013-05-13
"plosalm","10.1371/journal.pone.0050079",0,0,0,385,122,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0050079",0,0,NA,NA,NA,NA,0,1,2012-11-27
"impactstory","10.1371/journal.pone.0050079",NA,NA,NA,371,NA,NA,NA,2,2013-05-13
"plosalm","10.1371/journal.pone.0050078",0,0,0,545,100,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0050078",0,0,NA,NA,NA,NA,0,1,2012-11-26
"impactstory","10.1371/journal.pone.0050078",NA,NA,NA,534,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0042093",1,0,0,879,34,0,4,1,2013-05-13
"altmetric","10.1371/journal.pone.0042093",1,0,NA,NA,NA,NA,4,1,2012-08-13
"impactstory","10.1371/journal.pone.0042093",NA,NA,NA,868,NA,NA,4,1,2013-05-13
"plosalm","10.1371/journal.pone.0042092",0,0,0,833,357,0,NA,6,2013-05-13
"altmetric","10.1371/journal.pone.0042092",0,0,NA,NA,NA,NA,0,5,2013-04-01
"impactstory","10.1371/journal.pone.0042092",NA,NA,NA,824,NA,NA,NA,3,2013-05-13
"plosalm","10.1371/journal.pone.0031377",0,0,0,786,129,1,1,0,2013-05-13
"altmetric","10.1371/journal.pone.0031377",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0031377",NA,NA,NA,751,NA,NA,1,NA,2013-05-13
"plosalm","10.1371/journal.pone.0031373",0,0,0,975,227,0,10,0,2013-05-13
"altmetric","10.1371/journal.pone.0031373",0,0,NA,NA,NA,NA,10,3,2012-03-23
"impactstory","10.1371/journal.pone.0031373",NA,NA,NA,775,NA,NA,7,3,2012-12-29
"plosalm","10.1371/journal.pone.0031371",0,0,0,803,267,0,2,0,2013-05-13
"altmetric","10.1371/journal.pone.0031371",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0031371",NA,NA,NA,768,NA,NA,2,NA,2013-05-13
"plosalm","10.1371/journal.pone.0047386",1,0,0,778,31,0,NA,1,2013-05-13
"altmetric","10.1371/journal.pone.0047386",1,0,NA,NA,NA,NA,0,1,2012-10-15
"impactstory","10.1371/journal.pone.0047386",NA,NA,NA,771,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0047336",1,0,1,569,86,1,5,3,2013-05-13
"altmetric","10.1371/journal.pone.0047336",0,0,NA,NA,NA,NA,5,4,2012-10-13
"impactstory","10.1371/journal.pone.0047336",NA,NA,1,561,1,NA,5,3,2013-05-13
"plosalm","10.1371/journal.pone.0039396",4,0,0,1093,159,1,20,0,2013-05-13
"altmetric","10.1371/journal.pone.0039396",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0039396",NA,NA,NA,1072,NA,NA,22,NA,2013-05-13
"plosalm","10.1371/journal.pone.0039394",0,0,0,683,410,0,NA,1,2013-05-13
"altmetric","10.1371/journal.pone.0039394",0,0,NA,NA,NA,NA,0,1,2012-06-28
"impactstory","10.1371/journal.pone.0039394",NA,NA,NA,672,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0052646",0,0,1,703,108,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0052646",0,0,NA,NA,NA,1,0,NA,2012-12-22
"impactstory","10.1371/journal.pone.0052646",NA,NA,1,696,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0047317",0,0,0,323,37,0,1,0,2013-05-13
"altmetric","10.1371/journal.pone.0047317",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0047317",NA,NA,NA,312,NA,NA,1,NA,2013-05-13
"plosalm","10.1371/journal.pone.0052644",0,0,0,303,124,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0052644",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0052644",NA,NA,NA,299,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0039378",0,0,1,1059,567,0,3,1,2013-05-13
"altmetric","10.1371/journal.pone.0039378",0,0,NA,NA,NA,NA,1,1,2012-06-25
"impactstory","10.1371/journal.pone.0039378",NA,NA,1,1049,NA,NA,3,NA,2013-05-13
"plosalm","10.1371/journal.pone.0047325",0,0,0,618,319,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0047325",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0047325",NA,NA,NA,608,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0052647",0,0,0,393,171,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0052647",0,0,NA,NA,NA,NA,0,1,2013-01-11
"impactstory","10.1371/journal.pone.0052647",NA,NA,NA,389,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0043374",0,0,0,417,242,0,1,0,2013-05-13
"altmetric","10.1371/journal.pone.0043374",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0043374",NA,NA,NA,412,NA,NA,1,NA,2013-05-13
"plosalm","10.1371/journal.pone.0051249",0,0,0,378,28,0,1,0,2013-05-13
"altmetric","10.1371/journal.pone.0051249",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0051249",NA,NA,NA,373,NA,NA,1,NA,2013-05-13
"plosalm","10.1371/journal.pone.0024590",0,0,9,2373,1166,0,12,0,2013-05-13
"altmetric","10.1371/journal.pone.0024590",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0024590",NA,NA,9,2264,5,NA,14,NA,2013-05-13
"plosalm","10.1371/journal.ppat.1002168",2,0,12,3163,1149,0,26,0,2013-05-13
"altmetric","10.1371/journal.ppat.1002168",2,0,NA,NA,NA,NA,22,NA,2012-01-04
"impactstory","10.1371/journal.ppat.1002168",NA,NA,12,3140,10,NA,28,NA,2013-05-13
"plosalm","10.1371/journal.pone.0024586",0,0,8,1382,519,1,4,0,2013-05-13
"altmetric","10.1371/journal.pone.0024586",0,0,NA,NA,NA,NA,3,1,2011-10-07
"impactstory","10.1371/journal.pone.0024586",NA,NA,8,1282,5,NA,6,1,2013-05-13
"plosalm","10.1371/journal.pone.0051246",0,0,0,303,20,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0051246",0,0,NA,NA,NA,NA,0,1,2012-12-24
"impactstory","10.1371/journal.pone.0051246",NA,NA,NA,294,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0051245",0,0,0,464,129,0,NA,2,2013-05-13
"altmetric","10.1371/journal.pone.0051245",0,0,NA,NA,NA,NA,0,2,2012-12-17
"impactstory","10.1371/journal.pone.0051245",NA,NA,NA,457,NA,NA,NA,2,2013-05-13
"plosalm","10.1371/journal.pone.0051244",1,0,0,898,145,1,NA,8,2013-05-13
"altmetric","10.1371/journal.pone.0051244",1,0,NA,NA,NA,NA,0,5,2012-12-27
"impactstory","10.1371/journal.pone.0051244",NA,NA,NA,885,NA,NA,NA,8,2013-05-13
"plosalm","10.1371/journal.pone.0035417",0,0,0,2208,378,0,4,0,2013-05-13
"altmetric","10.1371/journal.pone.0035417",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0035417",NA,NA,NA,2185,NA,NA,4,NA,2013-05-13
"plosalm","10.1371/journal.pone.0045990",0,0,1,1661,857,0,8,0,2013-05-13
"altmetric","10.1371/journal.pone.0045990",0,0,NA,NA,NA,NA,6,1,2012-10-26
"impactstory","10.1371/journal.pone.0045990",NA,NA,1,1647,1,NA,9,NA,2013-05-13
"plosalm","10.1371/journal.pone.0040763",0,0,2,1821,536,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0040763",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0040763",NA,NA,2,1804,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0043372",0,0,0,570,185,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0043372",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0043372",NA,NA,NA,562,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0045984",0,0,0,1117,130,0,NA,1,2013-05-13
"altmetric","10.1371/journal.pone.0045984",0,0,NA,NA,NA,1,0,4,2013-03-16
"impactstory","10.1371/journal.pone.0045984",NA,NA,NA,1091,NA,NA,NA,4,2013-05-13
"plosalm","10.1371/journal.pgen.1002573",0,0,5,2657,592,2,10,0,2013-05-13
"altmetric","10.1371/journal.pgen.1002573",0,0,NA,NA,NA,1,10,NA,2012-03-15
"impactstory","10.1371/journal.pgen.1002573",NA,NA,4,2485,3,NA,10,NA,2013-03-11
"plosalm","10.1371/journal.pmed.1001120",0,0,29,8181,1307,0,39,0,2013-05-13
"altmetric","10.1371/journal.pmed.1001120",0,0,NA,NA,NA,3,39,13,2013-03-13
"impactstory","10.1371/journal.pmed.1001120",NA,NA,20,6768,7,NA,32,7,2012-12-29
"plosalm","10.1371/journal.pone.0022139",0,0,2,1981,961,3,7,0,2013-05-13
"altmetric","10.1371/journal.pone.0022139",0,0,NA,NA,NA,1,2,NA,2011-07-13
"impactstory","10.1371/journal.pone.0022139",NA,NA,2,1968,NA,NA,9,NA,2013-05-13
"plosalm","10.1371/journal.pone.0038187",0,0,0,449,206,0,2,0,2013-05-13
"altmetric","10.1371/journal.pone.0038187",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0038187",NA,NA,NA,441,NA,NA,2,NA,2013-05-13
"plosalm","10.1371/journal.pone.0022140",0,0,7,1675,653,0,5,0,2013-05-13
"altmetric","10.1371/journal.pone.0022140",0,0,NA,NA,NA,NA,4,3,2011-08-01
"impactstory","10.1371/journal.pone.0022140",NA,NA,7,1655,2,NA,5,NA,2013-05-13
"plosalm","10.1371/journal.pone.0043371",0,0,0,620,305,0,NA,3,2013-05-13
"altmetric","10.1371/journal.pone.0043371",0,0,NA,NA,NA,NA,0,4,2013-02-12
"impactstory","10.1371/journal.pone.0043371",NA,NA,NA,616,NA,NA,NA,3,2013-05-13
"plosalm","10.1371/journal.pone.0043370",0,0,0,565,230,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0043370",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0043370",NA,NA,NA,562,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0030012",1,0,5,2144,816,1,7,0,2013-05-13
"altmetric","10.1371/journal.pone.0030012",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0030012",NA,NA,5,2050,3,NA,10,NA,2013-05-13
"plosalm","10.1371/journal.pone.0027388",0,0,2,3648,166,3,19,0,2013-05-13
"altmetric","10.1371/journal.pone.0027388",0,0,NA,NA,NA,1,15,2,2011-11-19
"impactstory","10.1371/journal.pone.0027388",NA,NA,2,3625,NA,NA,19,1,2013-05-13
"plosalm","10.1371/journal.pone.0048634",0,0,0,746,233,1,2,1,2013-05-13
"altmetric","10.1371/journal.pone.0048634",0,0,NA,NA,NA,1,2,1,2012-11-02
"impactstory","10.1371/journal.pone.0048634",NA,NA,NA,731,NA,NA,2,NA,2013-05-13
"plosalm","10.1371/journal.pone.0035422",0,0,2,1772,525,5,9,0,2013-05-13
"altmetric","10.1371/journal.pone.0035422",0,0,NA,NA,NA,1,9,1,2012-04-22
"impactstory","10.1371/journal.pone.0035422",NA,NA,2,1751,1,NA,10,1,2013-05-13
"plosalm","10.1371/journal.pone.0027397",0,0,1,1167,526,0,3,0,2013-05-13
"altmetric","10.1371/journal.pone.0027397",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0027397",NA,NA,1,1150,1,NA,3,NA,2013-05-13
"plosalm","10.1371/journal.pone.0040776",0,0,1,1318,555,3,7,0,2013-05-13
"altmetric","10.1371/journal.pone.0040776",0,0,NA,NA,NA,NA,5,1,2012-07-23
"impactstory","10.1371/journal.pone.0040776",NA,NA,1,1307,NA,NA,7,NA,2013-05-13
"plosalm","10.1371/journal.pone.0030020",0,0,1,1247,569,0,5,0,2013-05-13
"altmetric","10.1371/journal.pone.0030020",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0030020",NA,NA,1,1177,NA,NA,5,NA,2013-05-13
"plosalm","10.1371/journal.pone.0040775",0,0,2,1404,394,0,8,1,2013-05-13
"altmetric","10.1371/journal.pone.0040775",0,0,NA,NA,NA,1,6,1,2012-07-11
"impactstory","10.1371/journal.pone.0040775",NA,NA,2,1392,2,NA,8,1,2013-05-13
"plosalm","10.1371/journal.pone.0030019",0,0,0,975,206,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0030019",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0030019",NA,NA,NA,930,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0027394",0,0,1,1226,685,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0027394",0,0,NA,NA,NA,NA,0,1,2011-11-22
"impactstory","10.1371/journal.pone.0027394",NA,NA,1,1214,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pgen.1002576",1,0,6,4366,885,1,34,0,2013-05-13
"altmetric","10.1371/journal.pgen.1002576",1,0,NA,NA,NA,1,29,2,2012-04-07
"impactstory","10.1371/journal.pgen.1002576",NA,NA,4,4017,1,NA,29,1,2013-03-11
"plosalm","10.1371/journal.pone.0051256",0,0,0,314,181,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0051256",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0051256",NA,NA,NA,305,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0030025",0,0,1,1479,461,0,4,0,2013-05-13
"altmetric","10.1371/journal.pone.0030025",0,0,NA,NA,NA,NA,4,1,2012-02-24
"impactstory","10.1371/journal.pone.0030025",NA,NA,1,1439,1,NA,4,1,2013-05-13
"plosalm","10.1371/journal.pgen.1002575",0,0,10,2883,542,1,1,0,2013-05-13
"altmetric","10.1371/journal.pgen.1002575",0,0,NA,NA,NA,1,1,NA,2012-08-21
"impactstory","10.1371/journal.pgen.1002575",NA,NA,10,2625,4,NA,1,NA,2013-03-11
"plosalm","10.1371/journal.pone.0040774",0,0,1,688,282,1,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0040774",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0040774",NA,NA,1,679,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0030024",1,0,0,2023,171,0,28,0,2013-05-13
"altmetric","10.1371/journal.pone.0030024",1,0,NA,NA,NA,NA,21,2,2012-02-21
"impactstory","10.1371/journal.pone.0030024",NA,NA,NA,1981,NA,NA,29,NA,2013-05-13
"plosalm","10.1371/journal.pone.0032644",0,0,0,509,268,0,3,0,2013-05-13
"altmetric","10.1371/journal.pone.0032644",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0032644",NA,NA,NA,466,NA,NA,3,NA,2013-05-13
"plosalm","10.1371/journal.pone.0040778",0,0,0,508,178,1,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0040778",0,0,NA,NA,NA,NA,0,1,2012-12-26
"impactstory","10.1371/journal.pone.0040778",NA,NA,NA,500,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0032643",1,0,0,883,300,0,15,0,2013-05-13
"altmetric","10.1371/journal.pone.0032643",1,0,NA,NA,NA,NA,16,2,2012-03-06
"impactstory","10.1371/journal.pone.0032643",NA,NA,NA,840,NA,NA,18,NA,2013-05-13
"plosalm","10.1371/journal.pmed.1001140",0,0,5,4110,340,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pmed.1001140",0,0,NA,NA,NA,1,4,5,2011-12-19
"impactstory","10.1371/journal.pmed.1001140",NA,NA,4,3651,3,NA,NA,4,2013-01-01
"plosalm","10.1371/journal.pone.0027405",0,0,8,1653,680,0,5,0,2013-05-13
"altmetric","10.1371/journal.pone.0027405",0,0,NA,NA,NA,1,5,5,2013-01-27
"impactstory","10.1371/journal.pone.0027405",NA,NA,8,1544,3,NA,6,1,2013-05-13
"plosalm","10.1371/journal.ppat.1002174",0,0,9,2165,891,0,24,0,2013-05-13
"altmetric","10.1371/journal.ppat.1002174",0,0,NA,NA,NA,NA,11,NA,2011-09-08
"impactstory","10.1371/journal.ppat.1002174",NA,NA,7,1728,3,NA,19,NA,2012-12-29
"plosalm","10.1371/journal.pone.0027399",0,0,8,1663,1021,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0027399",0,0,NA,NA,NA,NA,0,1,2011-12-20
"impactstory","10.1371/journal.pone.0027399",NA,NA,8,1554,3,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0032642",0,0,0,820,207,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0032642",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0032642",NA,NA,NA,784,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0040777",0,0,1,385,136,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0040777",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0040777",NA,NA,1,375,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0022146",1,0,9,2569,1297,0,11,0,2013-05-13
"altmetric","10.1371/journal.pone.0022146",1,0,NA,NA,NA,NA,8,1,2011-08-01
"impactstory","10.1371/journal.pone.0022146",NA,NA,9,2550,3,NA,12,NA,2013-05-13
"plosalm","10.1371/journal.pmed.1001138",1,0,7,5555,723,8,NA,0,2013-05-13
"altmetric","10.1371/journal.pmed.1001138",1,0,NA,NA,NA,2,0,16,2012-01-13
"impactstory","10.1371/journal.pmed.1001138",NA,NA,7,5422,2,NA,8,10,2013-05-13
"plosalm","10.1371/journal.pone.0022145",0,0,0,2304,255,2,25,0,2013-05-13
"altmetric","10.1371/journal.pone.0022145",0,0,NA,NA,NA,NA,7,7,2011-07-20
"impactstory","10.1371/journal.pone.0022145",NA,NA,NA,2279,NA,NA,30,6,2013-05-13
"plosalm","10.1371/journal.pone.0045999",0,0,0,517,157,0,NA,1,2013-05-13
"altmetric","10.1371/journal.pone.0045999",0,0,NA,NA,NA,1,0,2,2013-03-07
"impactstory","10.1371/journal.pone.0045999",NA,NA,NA,510,NA,NA,NA,1,2013-05-13
"plosalm","10.1371/journal.pmed.1001142",0,0,9,12487,1065,2,23,0,2013-05-13
"altmetric","10.1371/journal.pmed.1001142",0,0,NA,NA,NA,NA,17,11,2012-01-08
"impactstory","10.1371/journal.pmed.1001142",NA,NA,5,10187,3,NA,21,9,2013-01-01
"plosalm","10.1371/journal.pone.0032646",0,0,1,1464,228,0,9,0,2013-05-13
"altmetric","10.1371/journal.pone.0032646",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0032646",NA,NA,1,1427,NA,NA,11,NA,2013-05-13
"plosalm","10.1371/journal.pone.0030023",1,0,9,5860,490,56,44,3,2013-05-13
"altmetric","10.1371/journal.pone.0030023",1,0,NA,NA,NA,1,43,11,2013-04-05
"impactstory","10.1371/journal.pone.0030023",NA,NA,9,5773,2,NA,49,5,2013-05-13
"plosalm","10.1371/journal.pone.0027398",0,0,1,749,296,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0027398",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0027398",NA,NA,1,736,1,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0043381",0,0,0,814,291,2,NA,1,2013-05-13
"altmetric","10.1371/journal.pone.0043381",0,0,NA,NA,NA,NA,0,1,2012-08-20
"impactstory","10.1371/journal.pone.0043381",NA,NA,NA,808,1,NA,NA,1,2013-05-13
"plosalm","10.1371/journal.pone.0030022",0,0,1,1309,196,0,5,0,2013-05-13
"altmetric","10.1371/journal.pone.0030022",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0030022",NA,NA,1,1225,NA,NA,6,NA,2013-05-13
"plosalm","10.1371/journal.pone.0022147",0,0,1,1835,689,1,5,0,2013-05-13
